"TeamID","TeamCode","TeamName","LongName","DivID","TeamStatus","TeamDesc","StatWins","StatLosses","StatTies","StatWinsPerc","StatPlayed","StatGamesBack","StatPtsScored","StatPtsAllowed","StatPtsJoint","StatPtsPerc","StatDivWins","StatDivLosses","StatDivTies","StatDivWinsPerc","StatDivPlayed","StatDivGamesBack","StatDivPtsScored","StatDivPtsAllowed","StatDivPtsJoint","StatDivPtsPerc","DateCreated","DateApproved","DateUpdated","ByCreated","ByUpdated","ByApproved","IsDescActive","IsApproved","IsPublic","IsActive","TeamContact","TeamEmail"
224,"FCA1523B-DC45-45A0-A7F6-5589F55DC5FF","Gromets","Gromets",38,"C",,1,9,0,0.1,10,8,77,157,,,,,,,,0,,,,,,,,,,,,"1","1","1",,
225,"209DB9BD-8BDC-4BB8-90C4-CAE0E393568B","Return Of The Pitches","Return Of The Pitches",38,"C",,8,2,0,0.8,10,1,168,74,,,,,,,,0,,,,,,,,,,,,"1","1","1",,
226,"15E3CF58-7C2F-4468-B35F-403F04C1C1D7","Beast Mode","Beast Mode",38,"C","1",9,1,0,0.9,10,0,136,75,,,,,,,,0,,,,,,,,,,,,"1","1","1",,
227,"2BBDD828-82E6-48E5-AB1F-23411B5EAF12","Base Invaders","Base Invaders",38,"C","1",1,9,0,0.1,10,8,85,141,,,,,,,,0,,,,,,,,,,,,"1","1","1",,
228,"0F05A495-F5AD-4195-BA73-93B8178CD228","DeMonsters","DeMonsters",38,"C","1",5,5,0,0.5,10,4,95,111,,,,,,,,0,,,,,,,,,,,,"1","1","1",,
229,"D7E13F16-C4C9-4F3C-8537-BB07CE5985A5","Fusion La Femme","Fusion La Femme",39,"C","1",6,3,1,0.65,10,3,74,69,,,,,,,,0,,,,,,,,,,,,"1","1","1",,
230,"E7D3A3DE-07A2-4E44-A0E8-553B46AA5A0D","Iron Maidens","Iron Maidens",39,"C","1",4,6,0,0.4,10,5.5,89,119,,,,,,,,0,,,,,,,,,,,,"1","1","1",,
231,"9ED2396B-EF93-48C6-BF05-C4E82FD56FEE","Venom","Venom",39,"C","1",1,8,1,0.15,10,8,63,91,,,,,,,,0,,,,,,,,,,,,"1","1","1",,
232,"CBC72CB6-5269-4315-BAF2-27C408F5156E","Hellcats","Hellcats",39,"C","1",3,6,1,0.35,10,6,45,60,,,,,,,,0,,,,,,,,,,,,"1","1","1",,
233,"5380F4A9-9209-412C-8050-0ECC337D6D26","All The Way Mae's","All The Way Mae's",39,"C","1",5,5,0,0.5,10,4.5,74,102,,,,,,,,0,,,,,,,,,,,,"1","1","1",,
234,"F3972796-EBA9-4874-8008-2AC5A49B687D","Beavers","Beavers",39,"C","1",9,0,1,0.95,10,0,130,34,,,,,,,,0,,,,,,,,,,,,"1","1","1",,
235,"E9F1C2E2-E21B-473E-945B-72194CAD0A98","Eagle",,40,"C",,7,4,0,0.636,11,2,121,113,234,0.517,7,4,0,0.636,11,2,121,113,234,0.517,"2014-01-26 20:34:00",,,"355       ",,,,"1","1","1",,
236,"49C743FC-F7ED-4004-B59B-1F2EFB316568","Mavericks",,40,"C",,8,1,0,0.889,9,0,109,54,163,0.669,8,1,0,0.889,9,0,109,54,163,0.669,"2014-01-26 20:34:00",,,"355       ",,,,"1","1","1",,
237,"E788EF9E-B520-4403-A596-EA72ACFA6F11","Warriors",,40,"C",,8,4,0,0.667,12,1.5,138,78,216,0.639,8,4,0,0.667,12,1.5,138,78,216,0.639,"2014-01-26 20:34:00",,,"355       ",,,,"1","1","1",,
238,"9FB38127-0EA9-4441-998F-197FF4AAA6B2","Bandits",,40,"Z",,,,,,,,,,,,,,,,,,,,,,"2014-01-26 20:34:00",,"2014-04-02 19:37:00","355       ",355,,,"0","1","0",,
239,"6F308046-A6AB-491A-A335-E2E8E1F532D5","Wings",,40,"Z",,,,,,,,,,,,,,,,,,,,,,"2014-01-26 20:36:00",,"2014-03-20 17:48:00","355       ",355,,,"0","1","0",,
240,"53C63267-F498-40EB-AAD1-C564C575DCEF","Rookies",,42,"C",,5,8,1,0.393,14,5,131,142,273,0.48,5,8,1,0.393,14,5,131,142,273,0.48,"2014-02-06 20:52:00",,,"934       ",,,,"1","1","1",,
241,"9CC617C4-BD2B-401A-8D67-E3CD67529FA6","Go! Girls",,45,"C",,12,4,0,0.75,16,1.5,115,76,191,0.602,12,4,0,0.75,16,1.5,115,76,191,0.602,"2014-02-10 01:01:00",,,"355       ",,,,"1","1","1",,
242,"69A99F75-BC08-489D-B9EC-6947094D1611","B-Bombers",,45,"C",,5,9,0,0.357,14,7.5,105,137,242,0.434,5,9,0,0.357,14,7.5,105,137,242,0.434,"2014-02-10 01:27:00",,,"355       ",,,,"1","1","1",,
243,"BE8F3D12-F9AE-4E41-927C-E55FBCEC63E6","Chix-W-Stix",,45,"C",,13,2,1,0.844,16,0,150,85,235,0.638,13,2,1,0.844,16,0,150,85,235,0.638,"2014-02-10 01:28:00",,"2014-02-11 21:01:00","355       ",355,,,"1","1","1",,
244,"33CEB2BB-1A98-4F29-A9F5-0F41F7B73715","Beavers",,45,"Z",,,,,,,,,,,,,,,,,,,,,,"2014-02-10 01:28:00",,"2014-03-14 01:44:00","355       ",355,,,"0","1","0",,
245,"ED2E23C6-50FA-4C31-94B8-8254DE070419","Brewers",,45,"C",,0,13,1,0.036,14,12,36,150,186,0.194,0,13,1,0.036,14,12,36,150,186,0.194,"2014-02-10 01:28:00",,,"355       ",,,,"1","1","1",,
246,"314B5B31-82FB-4769-87E7-BA7060337C8F","Silent Assassins",,45,"C",,4,10,0,0.286,14,8.5,98,132,230,0.426,4,10,0,0.286,14,8.5,98,132,230,0.426,"2014-02-10 01:28:00",,,"355       ",,,,"1","1","1",,
247,"6809DF0C-D20E-42CF-8657-597B912A3DE0","Renegades",,42,"Z",,,,,,,,,,,,,,,,,,,,,,"2014-02-10 01:29:00",,"2014-02-14 07:17:00","355       ",355,,,"0","1","0",,
248,"92A020EE-C26E-4397-9F90-7D6CB1764D66","Rebels",,42,"C",,8,6,0,0.571,14,2.5,135,123,258,0.523,8,6,0,0.571,14,2.5,135,123,258,0.523,"2014-02-10 01:29:00",,,"355       ",,,,"1","1","1",,
249,"C632116D-F641-4D83-B0B0-095AFAA8DDEF","Mustangs",,42,"C",,6,6,0,0.5,12,3.5,106,117,223,0.475,6,6,0,0.5,12,3.5,106,117,223,0.475,"2014-02-10 01:29:00",,,"355       ",,,,"1","0","1",,
250,"53BE6FAC-84AB-451E-A054-C040369CFCC6","Demons",,42,"C",,8,4,0,0.667,12,1.5,140,99,239,0.586,8,4,0,0.667,12,1.5,140,99,239,0.586,"2014-02-10 01:30:00",,,"355       ",,,,"1","1","1",,
251,"A33E7A09-FD96-4384-ADAF-9AEAC6D5C0BF","Rams",,42,"C",,1,13,0,0.071,14,9.5,74,187,261,0.284,1,13,0,0.071,14,9.5,74,187,261,0.284,"2014-02-10 01:30:00",,,"355       ",,,,"1","1","1",,
252,"CBE3B8C6-990F-4165-8E8C-4DD3E163DAE5","Fusion",,42,"C",,10,3,1,0.75,14,0,148,79,227,0.652,10,3,1,0.75,14,0,148,79,227,0.652,"2014-02-10 01:31:00",,"2014-03-22 08:44:00","355       ",355,,,"1","0","1",,
253,"8DBEF83C-DE3A-47F5-8562-39B30C155DCA","Cyclones",,42,"C",,10,4,0,0.714,14,0.5,139,101,240,0.579,10,4,0,0.714,14,0.5,139,101,240,0.579,"2014-02-10 01:31:00",,"2014-03-22 08:43:00","355       ",355,,,"1","1","1",,
254,"229427E6-DBFE-4880-8666-D7B1E8AC7BA1","Arsenal",,41,"Z",,,,,,,,,,,,,,,,,,,,,,"2014-02-10 01:32:00",,"2014-02-10 02:17:00","355       ",355,,,"0","1","0",,
255,"AF471B60-911B-4B31-BC60-92397BC48404","Sirens",,43,"Z",,,,,,,,,,,,,,,,,,,,,,"2014-02-10 01:32:00",,"2014-02-14 07:32:00","355       ",355,,,"0","1","0",,
256,"FC5DC9E0-84C3-4415-A690-53707B03959A","Comets",,44,"C",,10,1,1,0.875,12,0,144,79,223,0.646,10,1,1,0.875,12,0,144,79,223,0.646,"2014-02-10 01:33:00",,,"355       ",,,,"1","1","1",,
257,"F677E0BE-C94E-4BB4-8A76-46D173274D03","Venom",,46,"C",,4,8,0,0.333,12,7,60,97,157,0.382,4,8,0,0.333,12,7,60,97,157,0.382,"2014-02-10 01:33:00",,,"355       ",,,,"1","0","1",,
258,"A6B9D62B-95A0-4275-8C53-E1FBFC51384C","Lady Heat",,46,"Z",,,,,,,,,,,,,,,,,,,,,,"2014-02-10 01:33:00",,"2014-03-21 12:34:00","355       ",355,,,"0","1","0",,
259,"D4DC1832-35BF-4106-A115-046561F2F646","Hellcats",,46,"C",,10,4,0,0.714,14,2,120,83,203,0.591,10,4,0,0.714,14,2,120,83,203,0.591,"2014-02-10 01:34:00",,,"355       ",,,,"1","1","1",,
260,"C4114A05-2A54-49C7-9746-6A5EF3126DC6","All The Way Mae's",,46,"C",,5,7,2,0.429,14,6,148,153,301,0.492,5,7,2,0.429,14,6,148,153,301,0.492,"2014-02-10 01:34:00",,,"355       ",,,,"1","0","1",,
261,"48465A11-0057-45EF-B27E-C84AF3D4E195","Fusion La Femme",,46,"C",,12,2,0,0.857,14,0,177,43,220,0.805,12,2,0,0.857,14,0,177,43,220,0.805,"2014-02-10 01:34:00",,,"355       ",,,,"1","0","1",,
262,"2874DB8E-5E1E-4F94-A3DA-ED57843FC135","Arsenal",,40,"C",,7,6,0,0.538,13,3,124,123,247,0.502,7,6,0,0.538,13,3,124,123,247,0.502,"2014-02-10 02:17:00",,"2014-03-22 08:43:00","355       ",355,,,"1","0","1",,
263,"298EBDE7-D8FB-4727-AE9E-F82797F93DA9","Scissor Sisters",,46,"C",,0,11,1,0.042,12,10.5,45,149,194,0.232,0,11,1,0.042,12,10.5,45,149,194,0.232,"2014-02-10 02:24:00",,,"355       ",,,,"1","1","1",,
264,"ABEA165D-64D6-4197-AA58-134323AC37D3","Urban Edge",,46,"C",,9,4,1,0.679,14,2.5,160,114,274,0.584,9,4,1,0.679,14,2.5,160,114,274,0.584,"2014-02-10 02:25:00",,,"355       ",,,,"1","1","1",,
265,"406DE2B4-E44B-4FCB-9147-530B26FA1596","Dive Bar",,46,"Z",,,,,,,,,,,,,,,,,,,,,,"2014-02-10 02:26:00",,"2014-03-13 19:41:00","355       ",355,,,"0","1","0",,
266,"3F43D2C7-4A3D-49BA-8E5A-01C02A1406C2","Grizzlies",,44,"C",,12,3,1,0.781,16,0,252,117,369,0.683,12,3,1,0.781,16,0,252,117,369,0.683,"2014-02-11 20:57:00",,,"355       ",,,,"1","1","1",,
267,"F0DC7E65-359C-4E0B-8C57-167226661045","Swingers",,43,"C",,3,11,0,0.214,14,10,108,172,280,0.386,3,11,0,0.214,14,10,108,172,280,0.386,"2014-02-11 21:08:00",,,"355       ",,,,"1","0","1",,
268,"3CD4DF1D-0D8A-4B25-A2CF-736ED6AA3542","Ballbreakers",,43,"C",,14,2,0,0.875,16,0,226,135,361,0.626,14,2,0,0.875,16,0,226,135,361,0.626,"2014-02-11 21:09:00",,,"355       ",,,,"1","1","1",,
269,"181A3727-E07B-4C7A-8D47-8C7E3B752D44","Noreasters",,43,"Z",,,,,,,,,,,,,,,,,,,,,,"2014-02-11 21:10:00",,"2014-03-17 15:42:00","355       ",355,,,"0","1","0",,
270,"D2153A92-95FE-43FA-9B55-390AC0269878","gatorz",,43,"Z",,,,,,,,,,,,,,,,,,,,,,"2014-02-11 21:10:00",,"2014-02-11 21:44:00","355       ",355,,,"0","1","0",,
271,"42AD6E3E-4D74-45F3-9E41-ADDC805FD960","gatorz",,43,"Z",,,,,,,,,,,,,,,,,,,,,,"2014-02-11 21:45:00",,"2014-02-13 14:13:00","355       ",355,,,"0","1","0",,
272,"1B8652DD-EF37-42FE-9E0A-35A3FE5809D0","gatorz",,43,"C",,9,6,1,0.594,16,4.5,164,108,272,0.603,9,6,1,0.594,16,4.5,164,108,272,0.603,"2014-02-13 14:13:00",,,"355       ",,,,"1","1","1",,
273,"8F17A77E-BE5C-4CED-93FB-5E85252FADBB","Rockstars",,44,"C",,0,13,0,0,13,11,58,216,274,0.212,0,13,0,0,13,11,58,216,274,0.212,"2014-02-13 23:04:00",,"2014-02-28 08:33:00","355       ",1695,,,"1","1","1",,
274,"AA9EE045-ABAF-40FC-BFC2-DE3FC9A5BE76","Bashers",,44,"Z",,,,,,,,,,,,,,,,,,,,,,"2014-02-14 06:26:00",,"2014-03-14 19:07:00","355       ",355,,,"0","1","0",,
275,"B9CB7108-25DF-4D0E-A6BD-B3D3DB443BDF","Empires",,41,"Z",,,,,,,,,,,,,,,,,,,,,,"2014-02-14 06:49:00",,"2014-03-20 17:49:00","355       ",355,,,"0","1","0",,
276,"CDAF8F05-CBAA-480E-87C3-736800B69AC7","Hot Shots",,43,"Z",,,,,,,,,,,,,,,,,,,,,,"2014-02-14 07:00:00",,"2014-03-11 13:05:00","355       ",355,,,"0","1","0",,
277,"76F0ABF4-EBF6-4A40-BC95-4CA50C8CEEB3","Jesters",,44,"C",,5,6,2,0.462,13,5,101,128,229,0.441,5,6,2,0.462,13,5,101,128,229,0.441,"2014-02-14 07:03:00",,"2014-03-20 19:12:00","355       ",355,,,"1","1","1",,
278,"1CBFF3BC-D1DB-49B7-BC1D-839AA8078B86","Renegades",,42,"C",,5,9,0,0.357,14,5.5,88,113,201,0.438,5,9,0,0.357,14,5.5,88,113,201,0.438,"2014-02-14 07:18:00",,,"355       ",,,,"1","1","1",,
279,"AA23762B-4AEF-4B27-8BD0-67481496D4EE","Sirens",,43,"C",,11,2,1,0.821,14,1.5,189,112,301,0.628,11,2,1,0.821,14,1.5,189,112,301,0.628,"2014-02-14 07:32:00",,,"355       ",,,,"1","0","1",,
280,"F9D885BF-E57C-4062-B813-2D9DDC9828BF","Gridirons",,44,"C",,4,8,2,0.357,14,6.5,132,147,279,0.473,4,8,2,0.357,14,6.5,132,147,279,0.473,"2014-03-06 21:02:00",,"2014-03-20 19:07:00","355       ",355,,,"1","1","1",,
281,"2603BF35-9CC4-4392-AD8D-CFB0013096F1","Hot Shots",,43,"Z",,,,,,,,,,,,,,,,,,,,,,"2014-03-11 13:05:00",,"2014-03-11 13:09:00","355       ",355,,,"0","1","0",,
282,"3042A5F4-6CBA-44F2-8187-4AF4420C4C7A","Hot Shots",,43,"C",,0,16,0,0,16,14,68,252,320,0.213,0,16,0,0,16,14,68,252,320,0.213,"2014-03-11 13:09:00",,,"355       ",,,,"1","0","1",,
283,"F62DCA78-6384-43B4-8820-FA8358C6244D","Beavers",,45,"C",,9,5,0,0.643,14,3.5,157,81,238,0.66,9,5,0,0.643,14,3.5,157,81,238,0.66,"2014-03-13 13:50:00",,,"267       ",,,,"1","1","1",,
284,"D5057905-2E81-44ED-A786-41C22059E043","Dive Bar",,46,"C",,4,10,0,0.286,14,8,68,135,203,0.335,4,10,0,0.286,14,8,68,135,203,0.335,"2014-03-13 19:42:00",,,"355       ",,,,"1","1","1",,
285,"8BCE5834-9F84-4E06-93A2-FA3A6DDCE8ED","Noreasters",,43,"C",,6,6,0,0.5,12,6,151,127,278,0.543,6,6,0,0.5,12,6,151,127,278,0.543,"2014-03-17 15:43:00",,,"355       ",,,,"1","1","1",,
286,"FB4EFFA0-BD47-4BC0-A7FA-C8F469D42EB6","Sparkles",,40,"Z",,,,,,,,,,,,,,,,,,,,,,"2014-03-20 09:57:00",,"2014-03-20 17:48:00","1906      ",355,,,"0","1","0",,
287,"206C051C-236A-4C5D-B448-8613D9C66B1A","Lady Heat",,46,"C",,8,6,0,0.571,14,4,82,86,168,0.488,8,6,0,0.571,14,4,82,86,168,0.488,"2014-03-21 12:34:00",,,"355       ",,,,"1","1","1",,
288,"0BFB8C50-C915-44E0-ACCC-CA710C73FC7F","Warriors",,40,"Z",,,,,,,,,,,,,,,,,,,,,,"2014-04-01 14:48:00",,"2014-04-02 19:34:00","606       ",355,,,"0","1","0",,
289,"51C7D6B2-0402-41E2-ADCA-3A67581A1D7F","Bandits",,40,"C",,0,15,0,0,15,11,66,190,256,0.258,0,15,0,0,15,11,66,190,256,0.258,"2014-04-02 19:38:00",,,"355       ",,,,"1","1","1",,
290,"D58992C6-805C-47D3-9612-DD1372BA0FB5","silent assassins",,45,"Z",,,,,,,,,,,,,,,,,,,,,,"2014-04-09 13:09:00",,"2014-04-09 13:14:00","59        ",59,,,"0","1","0",,
291,"A935E05E-EE7F-4164-9125-6D3DFCB438DE","silent assassins",,45,"Z",,,,,,,,,,,,,,,,,,,,,,"2014-04-09 13:10:00",,"2014-04-09 13:15:00","59        ",59,,,"0","1","0",,
292,"13D51095-BE6A-4C3D-98DE-EECDA3365243","Noreasters",,43,"Z",,,,,,,,,,,,,,,,,,,,,,"2014-04-11 18:14:00",,"2014-04-11 18:34:00","299       ",299,,,"0","1","0",,
293,"52281696-18FB-46F3-A8EB-DF002B19964A","T",,40,"Z",,,,,,,,,,,,,,,,,,,,,,"2014-04-12 06:05:00",,"2014-04-12 10:34:00","2008      ",355,,,"0","1","0",,
294,"05D878F5-442C-4359-AE72-E4F91218F4B6","Arsenal",,40,"Z",,,,,,,,,,,,,,,,,,,,,,"2014-04-14 09:34:00",,"2014-04-14 10:40:00","1469      ",355,,,"0","1","0",,
295,"B3329044-3EF1-430E-B903-BE618780DEA7","Silent Assasins",,45,"Z",,,,,,,,,,,,,,,,,,,,,,"2014-04-17 15:35:00",,"2014-04-18 09:04:00","544       ",355,,,"0","1","0",,
296,"3B4B3E65-8D95-41C1-AFB0-8ED889FFEECA","Venom",,40,"Z",,,,,,,,,,,,,,,,,,,,,,"2014-04-17 20:31:00",,"2014-04-18 04:18:00","2057      ",355,,,"0","1","0",,
297,"FEEC8026-E49F-4342-903A-63394317E97F","Hot Shots",,43,"Z",,,,,,,,,,,,,,,,,,,,,,"2014-04-23 21:27:00",,"2014-04-24 09:57:00","1875      ",355,,,"0","1","0",,
298,"E5B301D5-53B6-43D6-89F3-21FE63EAA5D9","Dive bar",,46,"Z",,,,,,,,,,,,,,,,,,,,,,"2014-04-25 06:40:00",,"2014-04-25 15:09:00","1442      ",766,,,"0","1","0",,
299,"23AA239A-59CE-4A5A-AD17-50FD53A5DD98","Silent Assasins",,45,"Z",,,,,,,,,,,,,,,,,,,,,,"2014-04-25 12:15:00",,"2014-04-25 17:13:00","544       ",355,,,"0","1","0",,
300,"F7DC4970-1005-4559-9D66-177111E267BA","Cars",,40,"Z",,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,"2014-05-20 08:14:00",,"2014-05-22 05:09:00","2138      ",355,,,"0","1","0",,
301,"DC9835BE-FCE7-4872-A0DB-6B61EFFB384E","Cars",,40,"Z",,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,"2014-05-20 08:14:00",,"2014-05-22 05:09:00","2138      ",355,,,"0","1","0",,
